Ubicacion,Fallo,Tiempo_medio_entre_fallos(h),Promedio_Temperatura_C,Promedio_Vibracion_mm_s,Promedio_Horas_Operativas,Tipo_Equipo,Fabricante,Modelo,Potencia_kW,Horas_Recomendadas_Revision
Planta Este,1,993.875,82.75,0.17,36095.0,Transformador,GE,X100,91.0,7812
Planta Sur,1,690.4285714285714,104.6,0.41,11218.0,Generador,Schneider,Z300,3111.0,6653
Planta Sur,1,608.4,51.99,0.58,20680.0,Motor,GE,Y200,1839.0,5678
Planta Sur,0,1035.75,135.48,2.83,72601.0,Compresor,Siemens,M400,314.0,6739
Planta Sur,1,875.625,52.79,0.6,43037.0,Motor,Schneider,Z300,2355.0,6278
Planta Sur,0,1044.8333333333333,135.43,0.72,4486.0,Motor,Siemens,Z300,1883.0,9004
Planta Sur,1,974.125,75.56,4.89,8784.0,Compresor,GE,Z300,621.0,3529
Planta Sur,1,974.125,67.45,1.13,61525.0,Compresor,GE,Z300,621.0,3529
Planta Norte,1,771.7272727272727,129.86,1.49,97596.0,Compresor,Siemens,Y200,756.0,8274
Planta Norte,1,771.7272727272727,102.36,0.67,60694.0,Compresor,Siemens,Y200,756.0,8274
Planta Oeste,0,816.875,89.99,1.49,83252.0,Motor,ABB,X100,2395.0,2555
Planta Sur,1,1034.375,58.3,3.88,80478.0,Transformador,Siemens,M400,1129.0,6842
Planta Sur,0,1142.6666666666667,103.86,1.17,48639.0,Transformador,Schneider,Z300,3039.0,1487
Planta Sur,0,1021.6666666666666,95.62,4.03,58687.0,Transformador,ABB,Z300,1853.0,4941
Planta Norte,0,769.6666666666666,113.71,0.32,13892.0,Compresor,Siemens,X100,3778.0,7104
Planta Este,1,1021.6666666666666,95.62,4.03,58687.0,Transformador,ABB,Z300,1853.0,4941
Planta Este,1,732.3076923076923,95.65,1.69,8599.0,Generador,Schneider,Y200,4786.0,3780
Planta Oeste,1,942.875,128.78,1.89,62552.0,Motor,GE,Y200,4749.0,6273
Planta Oeste,1,942.875,88.57,4.77,15417.0,Motor,GE,Y200,4749.0,6273
Planta Este,0,2789.0,135.75,0.93,65760.0,Generador,GE,Y200,1255.0,5509
Planta Este,0,2789.0,80.06,2.1,4888.0,Generador,GE,Y200,1255.0,5509
Planta Oeste,0,1015.625,97.96,3.7,83854.0,Transformador,GE,Y200,2825.0,3079
Planta Oeste,0,1015.625,77.08,1.67,41759.0,Transformador,GE,Y200,2825.0,3079
Planta Oeste,0,1286.3333333333333,61.2,4.34,55560.0,Generador,Schneider,M400,3905.0,4079
Planta Oeste,0,1286.3333333333333,109.77,4.56,39863.0,Generador,Schneider,M400,3905.0,4079
Planta Sur,1,586.8333333333334,145.04,1.24,70619.0,Compresor,GE,X100,-100.0,5794
Planta Sur,1,586.8333333333334,103.1,3.75,93439.0,Compresor,GE,X100,-100.0,5794
Planta Oeste,0,1245.0,112.24,0.89,77271.0,Compresor,GE,Y200,4531.0,7957
Planta Norte,0,869.8888888888889,84.52,4.57,50496.0,Motor,Schneider,X100,1586.0,1606
Planta Norte,0,869.8888888888889,81.55,0.86,3175.0,Motor,Schneider,X100,1586.0,1606
Planta Norte,0,869.8888888888889,66.25,4.82,22171.0,Motor,Schneider,X100,1586.0,1606
Planta Norte,0,869.8888888888889,115.23,0.54,69953.0,Motor,Schneider,X100,1586.0,1606
Planta Norte,0,531.7857142857143,142.13,4.34,80007.0,Transformador,Schneider,X100,1197.0,5917
Planta Norte,0,531.7857142857143,141.05,4.51,88533.0,Transformador,Schneider,X100,1197.0,5917
Planta Norte,0,531.7857142857143,61.89,0.88,79279.0,Transformador,Schneider,X100,1197.0,5917
Planta Norte,0,531.7857142857143,51.31,4.3,16773.0,Transformador,Schneider,X100,1197.0,5917
Planta Norte,0,531.7857142857143,111.09,1.12,29743.0,Transformador,Schneider,X100,1197.0,5917
Planta Este,1,759.2,134.16,3.68,38031.0,Transformador,GE,Y200,1795.0,6837
Planta Este,1,759.2,77.87,3.91,62188.0,Transformador,GE,Y200,1795.0,6837
Planta Este,1,759.2,134.53,0.67,75563.0,Transformador,GE,Y200,1795.0,6837
Planta Oeste,1,772.5,96.23,2.82,50879.0,Generador,ABB,X100,1206.0,1061
Planta Norte,1,731.1,131.61,1.17,20929.0,Motor,Siemens,Z300,3066.0,3578
Planta Sur,0,679.75,93.66,1.47,22893.0,Motor,GE,M400,4223.0,1741
Planta Sur,0,679.75,75.54,2.94,83211.0,Motor,GE,M400,4223.0,1741
Planta Sur,0,679.75,77.1,2.85,33496.5,Motor,GE,M400,4223.0,1741
Planta Sur,0,679.75,99.36,4.81,83575.0,Motor,GE,M400,4223.0,1741
Planta Oeste,1,661.0,134.88,3.89,34217.0,Motor,GE,Y200,1584.0,4722
Planta Este,1,728.25,118.48,1.09,65893.0,Transformador,Schneider,Z300,3504.0,7189
Planta Este,1,1001.6666666666666,125.54,4.89,76501.0,Motor,Siemens,X100,946.0,6127
Planta Este,1,1001.6666666666666,136.69,3.57,35705.0,Motor,Siemens,X100,946.0,6127
Planta Norte,0,681.5454545454545,76.5,2.13,6383.0,Transformador,ABB,Y200,2069.0,3105
Planta Norte,0,681.5454545454545,123.84,0.64,29415.0,Transformador,ABB,Y200,2069.0,3105
Planta Norte,0,681.5454545454545,56.85,3.97,99547.0,Transformador,ABB,Y200,2069.0,3105
Planta Este,1,636.9230769230769,99.35,0.37,72049.0,Generador,GE,Y200,3432.0,8213
Planta Norte,1,741.8461538461538,72.13,1.5,91866.0,Compresor,Siemens,Z300,2576.0,5610
Planta Este,1,785.4,143.02,0.99,30167.0,Transformador,GE,X100,4003.0,5004
Planta Este,1,785.4,148.66,3.22,89136.0,Transformador,GE,X100,4003.0,5004
Planta Oeste,1,662.3846153846154,122.63,4.28,70051.0,Transformador,Schneider,Z300,907.0,5243
Planta Este,0,2625.5,50.89,4.82,56293.0,Motor,Schneider,Z300,4811.0,9303
Planta Este,0,2625.5,144.24,0.28,86175.0,Motor,Schneider,Z300,4811.0,9303
Planta Este,0,2625.5,134.61,1.67,15957.0,Motor,Schneider,Z300,4811.0,9303
Planta Este,0,2625.5,125.23,3.07,10678.0,Motor,Schneider,Z300,4811.0,9303
Planta Este,0,2625.5,141.71,2.48,22116.0,Motor,Schneider,Z300,4811.0,9303
Planta Norte,1,2704.6666666666665,69.25,0.42,7138.0,Compresor,GE,X100,132.0,5634
Planta Norte,1,2704.6666666666665,111.02,0.99,23777.0,Compresor,GE,X100,132.0,5634
Planta Oeste,1,830.5555555555555,104.00999999999999,2.39,48128.5,Transformador,Schneider,Y200,2662.0,1005
Planta Oeste,1,830.5555555555555,128.52,2.69,24032.0,Transformador,Schneider,Y200,2662.0,1005
Planta Oeste,1,830.5555555555555,126.45,1.17,26202.0,Transformador,Schneider,Y200,2662.0,1005
Planta Norte,0,2709.3333333333335,108.28,1.55,33995.0,Generador,GE,M400,4989.0,4729
Planta Norte,0,2709.3333333333335,112.03,4.63,42280.0,Generador,GE,M400,4989.0,4729
Planta Oeste,0,741.75,115.99,1.21,50248.0,Transformador,GE,Y200,3710.0,6636
Planta Oeste,0,741.75,114.13,2.54,2292.0,Transformador,GE,Y200,3710.0,6636
Planta Oeste,1,846.3636363636364,87.33,2.95,99806.0,Generador,Siemens,Y200,1825.0,5485
Planta Oeste,1,846.3636363636364,114.05,3.08,17273.0,Generador,Siemens,Y200,1825.0,5485
Planta Oeste,0,1245.0,112.24,0.89,77271.0,Compresor,GE,Y200,4531.0,7957
Planta Este,1,999.6666666666666,69.25,2.28,30154.0,Generador,Siemens,X100,4231.0,9047
Planta Este,1,999.6666666666666,128.73,2.33,54736.0,Generador,Siemens,X100,4231.0,9047
Planta Norte,0,771.7272727272727,129.86,1.49,97596.0,Compresor,Siemens,Y200,756.0,8274
Planta Norte,0,771.7272727272727,102.36,0.67,60694.0,Compresor,Siemens,Y200,756.0,8274
Planta Sur,1,903.0,145.62,4.97,71452.0,Generador,Schneider,X100,4762.0,7944
Planta Este,0,1154.625,108.28,3.51,61025.0,Motor,Schneider,Z300,1484.0,1407
Planta Este,0,1154.625,78.29,0.39,28162.0,Motor,Schneider,Z300,1484.0,1407
Planta Norte,1,846.3636363636364,87.33,2.95,99806.0,Generador,Siemens,Y200,1825.0,5485
Planta Norte,1,846.3636363636364,114.05,3.08,17273.0,Generador,Siemens,Y200,1825.0,5485
Planta Norte,1,855.8888888888889,81.62,2.54,49521.0,Compresor,GE,M400,3598.0,8062
Planta Oeste,1,1196.6666666666667,119.89,3.8,26743.0,Compresor,GE,M400,2537.0,1190
Planta Este,0,853.5555555555555,53.32,3.83,57333.0,Compresor,ABB,Z300,3352.0,7649
Planta Norte,0,548.6,119.34,4.24,84297.0,Generador,GE,Z300,1650.0,5382
Planta Norte,0,548.6,102.97,2.31,84272.0,Generador,GE,Z300,1650.0,5382
Planta Este,0,1142.6666666666667,103.86,1.17,48639.0,Transformador,Schneider,Z300,3039.0,1487
Planta Sur,1,1015.625,97.96,3.7,83854.0,Transformador,GE,Y200,2825.0,3079
Planta Sur,1,1015.625,77.08,1.67,41759.0,Transformador,GE,Y200,2825.0,3079
Planta Oeste,0,765.0,51.86,1.4,50414.0,Motor,ABB,Z300,1706.0,4455
Planta Oeste,0,765.0,107.32499999999999,1.37,68202.5,Motor,ABB,Z300,1706.0,4455
Planta Este,0,783.7,107.85,2.66,45621.0,Motor,Schneider,Z300,11976.5,8722
Planta Este,0,783.7,69.61,1.14,31889.0,Motor,Schneider,Z300,11976.5,8722
Planta Este,0,783.7,134.07,4.65,12391.0,Motor,Schneider,Z300,11976.5,8722
Planta Este,0,783.7,110.64,1.67,13433.0,Motor,Schneider,Z300,11976.5,8722
Planta Oeste,0,1120.5,82.41,1.32,13875.0,Transformador,Siemens,Z300,1881.0,4891
Planta Oeste,0,1120.5,72.31,4.45,25772.0,Transformador,Siemens,Z300,1881.0,4891
Planta Oeste,0,1120.5,59.27,1.01,52176.0,Transformador,Siemens,Z300,1881.0,4891
Planta Este,1,870.1818181818181,88.77,4.84,32351.0,Compresor,Siemens,Y200,4265.0,5663
Planta Sur,0,456.7692307692308,52.97,3.15,26216.0,Compresor,GE,M400,4624.0,4697
Planta Este,0,797.6,116.44,1.25,30217.0,Compresor,Schneider,Z300,768.0,7515
Planta Este,0,797.6,79.62,0.13,52227.0,Compresor,Schneider,Z300,768.0,7515
Planta Oeste,1,446.7142857142857,104.74,1.71,37749.0,Transformador,GE,X100,4783.0,5524
Planta Oeste,1,446.7142857142857,86.34,4.89,5974.0,Transformador,GE,X100,4783.0,5524
Planta Oeste,1,446.7142857142857,103.57,4.14,11360.0,Transformador,GE,X100,4783.0,5524
Planta Oeste,0,849.8,56.21,3.4,65802.0,Motor,ABB,Z300,2601.0,8640
Planta Oeste,0,849.8,60.36,4.25,49523.0,Motor,ABB,Z300,2601.0,8640
Planta Oeste,0,849.8,113.41,2.97,66554.0,Motor,ABB,Z300,2601.0,8640
Planta Sur,1,837.4545454545455,76.63,4.74,71176.0,Transformador,Schneider,X100,968.0,2098
Planta Este,0,1114.5,72.8,1.87,16202.0,Compresor,Schneider,Y200,3935.0,1613
Planta Norte,1,1352.5714285714287,132.57,0.41,135.0,Transformador,Siemens,M400,791.0,2011
Planta Este,1,1329.1666666666667,50.49,2.94,66762.0,Generador,GE,Y200,1926.0,3277
Planta Norte,0,1058.142857142857,80.43,4.82,12763.0,Motor,ABB,X100,4447.0,2041
Planta Sur,0,1086.625,68.76,4.38,52385.0,Transformador,Siemens,Z300,976.0,7790
Planta Sur,0,2977.3333333333335,73.26,1.68,69867.0,Generador,Schneider,M400,3899.0,1499
Planta Sur,0,2977.3333333333335,57.0,3.27,11131.0,Generador,Schneider,M400,3899.0,1499
Planta Sur,0,2977.3333333333335,99.61,0.62,73397.0,Generador,Schneider,M400,3899.0,1499
Planta Oeste,0,707.3846153846154,66.81,0.35,76853.0,Transformador,ABB,Y200,3385.0,8754
Planta Oeste,0,707.3846153846154,144.67,2.51,7501.0,Transformador,ABB,Y200,3385.0,8754
Planta Este,0,1329.1666666666667,50.49,2.94,66762.0,Generador,GE,Y200,1926.0,3277
Planta Sur,1,1222.5,133.33,0.31,49354.0,Generador,Schneider,X100,2565.0,9374
Planta Sur,1,1222.5,99.5,3.97,10222.0,Generador,Schneider,X100,2565.0,9374
Planta Oeste,1,827.1111111111111,116.56,3.12,37303.0,Motor,ABB,X100,3607.0,3554
Planta Oeste,1,827.1111111111111,99.14,4.3,26317.0,Motor,ABB,X100,3607.0,3554
Planta Norte,0,809.75,88.53,1.16,2177.0,Generador,Siemens,X100,4086.0,2875
Planta Oeste,0,830.5555555555555,104.00999999999999,2.39,48128.5,Transformador,Schneider,Y200,2662.0,1005
Planta Oeste,0,830.5555555555555,128.52,2.69,24032.0,Transformador,Schneider,Y200,2662.0,1005
Planta Oeste,0,830.5555555555555,126.45,1.17,26202.0,Transformador,Schneider,Y200,2662.0,1005
Planta Norte,0,827.0,63.48,3.57,28563.0,Compresor,GE,X100,637.0,5843
Planta Este,0,1149.0,147.71,1.11,15320.0,Motor,Schneider,Y200,1706.0,7017
Planta Este,0,1149.0,146.57,2.85,71900.0,Motor,Schneider,Y200,1706.0,7017
Planta Este,0,1149.0,65.87,1.64,73228.0,Motor,Schneider,Y200,1706.0,7017
Planta Oeste,0,1449.8333333333333,81.49,1.56,58378.0,Motor,ABB,M400,183.0,7833
Planta Este,0,1345.7142857142858,147.79,0.55,75787.0,Compresor,ABB,Z300,1957.0,3472
Planta Este,0,1345.7142857142858,110.7,1.24,3488.0,Compresor,ABB,Z300,1957.0,3472
Planta Este,0,1345.7142857142858,111.23,1.84,67466.0,Compresor,ABB,Z300,1957.0,3472
Planta Este,0,1345.7142857142858,84.49,3.46,95891.0,Compresor,ABB,Z300,1957.0,3472
Planta Sur,0,664.3076923076923,123.39,2.03,75801.0,Generador,Schneider,M400,2372.0,5027
Planta Sur,0,664.3076923076923,72.61,3.27,12086.0,Generador,Schneider,M400,2372.0,5027
Planta Sur,0,664.3076923076923,111.28,4.52,41120.0,Generador,Schneider,M400,2372.0,5027
Planta Sur,0,664.3076923076923,145.75,1.61,7431.0,Generador,Schneider,M400,2372.0,5027
Planta Sur,1,624.8333333333334,79.54,2.49,87367.0,Motor,ABB,Z300,2560.0,1100
Planta Este,1,658.8181818181819,84.35,1.78,59435.0,Transformador,Siemens,X100,1626.0,4523
Planta Este,1,658.8181818181819,84.84,3.23,3013.0,Transformador,Siemens,X100,1626.0,4523
Planta Este,1,658.8181818181819,134.08,2.61,48579.0,Transformador,Siemens,X100,1626.0,4523
Planta Oeste,0,849.8,56.21,3.4,65802.0,Motor,ABB,Z300,2601.0,8640
Planta Oeste,0,849.8,60.36,4.25,49523.0,Motor,ABB,Z300,2601.0,8640
Planta Oeste,0,849.8,113.41,2.97,66554.0,Motor,ABB,Z300,2601.0,8640
Planta Este,1,712.8,136.66,4.19,5516.0,Generador,Siemens,M400,2931.0,509
Planta Este,1,712.8,119.7,1.96,8538.0,Generador,Siemens,M400,2931.0,509
Planta Norte,1,608.4,51.99,0.58,20680.0,Motor,GE,Y200,1839.0,5678
Planta Sur,0,959.8888888888889,143.6,1.19,86568.0,Transformador,GE,M400,423.0,5091
Planta Sur,0,959.8888888888889,126.19,3.24,7412.0,Transformador,GE,M400,423.0,5091
Planta Sur,1,875.625,52.79,0.6,43037.0,Motor,Schneider,Z300,2355.0,6278
Planta Sur,1,1116.125,139.08,2.89,42425.0,Generador,Schneider,Y200,1018.0,7884
Planta Sur,1,1116.125,124.98,3.87,75788.0,Generador,Schneider,Y200,1018.0,7884
Planta Este,1,2709.3333333333335,108.28,1.55,33995.0,Generador,GE,M400,4989.0,4729
Planta Este,1,2709.3333333333335,112.03,4.63,42280.0,Generador,GE,M400,4989.0,4729
Planta Norte,0,1170.125,84.6,2.71,33530.0,Transformador,Schneider,Z300,1806.0,9335
Planta Norte,0,1170.125,96.22,1.43,1877.0,Transformador,Schneider,Z300,1806.0,9335
Planta Norte,0,1341.7142857142858,78.18,2.84,46151.5,Motor,Siemens,Y200,377.0,5978
Planta Norte,0,1341.7142857142858,97.98,1.15,51600.0,Motor,Siemens,Y200,377.0,5978
Planta Norte,1,758.8,59.67,0.51,65830.0,Motor,Schneider,Z300,396.0,5295
Planta Norte,1,758.8,54.1,3.96,11001.0,Motor,Schneider,Z300,396.0,5295
Planta Sur,0,862.1818181818181,79.66,3.37,26237.0,Motor,ABB,Z300,227.0,7274
Planta Sur,0,862.1818181818181,58.85,3.12,31388.0,Motor,ABB,Z300,227.0,7274
Planta Norte,1,1052.125,111.95,1.2,90809.0,Compresor,ABB,X100,3113.0,1439
Planta Norte,1,1052.125,72.58,2.38,23138.0,Compresor,ABB,X100,3113.0,1439
Planta Norte,0,2625.5,50.89,4.82,56293.0,Motor,Schneider,Z300,4811.0,9303
Planta Norte,0,2625.5,144.24,0.28,86175.0,Motor,Schneider,Z300,4811.0,9303
Planta Norte,0,2625.5,134.61,1.67,15957.0,Motor,Schneider,Z300,4811.0,9303
Planta Norte,0,2625.5,125.23,3.07,10678.0,Motor,Schneider,Z300,4811.0,9303
Planta Norte,0,2625.5,141.71,2.48,22116.0,Motor,Schneider,Z300,4811.0,9303
Planta Norte,1,636.9230769230769,99.35,0.37,72049.0,Generador,GE,Y200,3432.0,8213
Planta Norte,0,808.25,84.8,1.39,20731.0,Generador,ABB,X100,194.0,4061
Planta Oeste,1,616.2857142857143,94.12,4.61,99762.0,Compresor,GE,X100,4722.0,9660
Planta Oeste,1,616.2857142857143,92.21,3.53,79278.0,Compresor,GE,X100,4722.0,9660
Planta Oeste,1,616.2857142857143,100.81,4.45,89882.0,Compresor,GE,X100,4722.0,9660
Planta Oeste,0,1075.125,144.72,2.97,93569.0,Motor,Schneider,Y200,3480.0,4455
Planta Este,0,1035.75,135.48,2.83,72601.0,Compresor,Siemens,M400,314.0,6739
Planta Sur,0,1857.25,103.91,0.36,320.0,Compresor,ABB,Z300,940.0,8078
Planta Sur,0,1857.25,133.2,4.41,11581.0,Compresor,ABB,Z300,940.0,8078
Planta Sur,0,1857.25,57.88,4.5,57155.0,Compresor,ABB,Z300,940.0,8078
Planta Este,1,785.4,143.02,0.99,30167.0,Transformador,GE,X100,4003.0,5004
Planta Este,1,785.4,148.66,3.22,89136.0,Transformador,GE,X100,4003.0,5004
Planta Sur,1,983.25,101.85,2.2,18708.0,Compresor,Schneider,M400,3407.0,5079
Planta Sur,1,983.25,140.15,0.25,69206.0,Compresor,Schneider,M400,3407.0,5079
Planta Sur,1,771.7272727272727,129.86,1.49,97596.0,Compresor,Siemens,Y200,756.0,8274
Planta Sur,1,771.7272727272727,102.36,0.67,60694.0,Compresor,Siemens,Y200,756.0,8274
Planta Oeste,0,707.3846153846154,66.81,0.35,76853.0,Transformador,ABB,Y200,3385.0,8754
Planta Oeste,0,707.3846153846154,144.67,2.51,7501.0,Transformador,ABB,Y200,3385.0,8754
Planta Este,0,1030.5,85.15,4.36,21237.0,Generador,ABB,Y200,731.0,3490
Planta Este,0,711.2727272727273,81.15,4.01,10310.0,Compresor,ABB,Y200,639.0,3911
Planta Oeste,0,851.5555555555555,82.69,1.41,43741.0,Generador,GE,X100,2157.0,3183
Planta Oeste,0,851.5555555555555,129.07,1.26,83231.0,Generador,GE,X100,2157.0,3183
Planta Este,1,1120.5,82.41,1.32,13875.0,Transformador,Siemens,Z300,1881.0,4891
Planta Este,1,1120.5,72.31,4.45,25772.0,Transformador,Siemens,Z300,1881.0,4891
Planta Este,1,1120.5,59.27,1.01,52176.0,Transformador,Siemens,Z300,1881.0,4891
Planta Este,1,903.0,145.62,4.97,71452.0,Generador,Schneider,X100,4762.0,7944
Planta Norte,1,930.0,67.49,1.05,30479.0,Motor,ABB,Y200,4463.0,8853
Planta Norte,1,930.0,121.77,4.51,56815.0,Motor,ABB,Y200,4463.0,8853
Planta Norte,1,930.0,81.7,3.91,15723.0,Motor,ABB,Y200,4463.0,8853
Planta Este,1,581.0833333333334,78.43,2.73,90703.0,Compresor,GE,M400,378.0,6547
Planta Este,1,867.0,70.8,1.48,7250.0,Transformador,GE,Y200,3653.0,8467
Planta Este,1,867.0,130.23,0.18,54869.0,Transformador,GE,Y200,3653.0,8467
Planta Este,1,867.0,96.34,1.47,18216.0,Transformador,GE,Y200,3653.0,8467
Planta Sur,0,686.0714285714286,53.72,3.95,6218.0,Compresor,Siemens,X100,11976.5,3160
Planta Sur,1,1086.625,68.76,4.38,52385.0,Transformador,Siemens,Z300,976.0,7790
Planta Sur,0,724.5454545454545,76.51,2.79,5476.0,Transformador,Siemens,Z300,385.0,3249
Planta Oeste,0,1206.1666666666667,135.08,4.79,30683.0,Motor,Schneider,Y200,4521.0,1678
Planta Este,0,975.5714285714286,129.85,3.06,3122.0,Generador,Schneider,Z300,2106.0,3763
Planta Este,0,975.5714285714286,137.69,4.02,38617.0,Generador,Schneider,Z300,2106.0,3763
Planta Oeste,1,855.8888888888889,81.62,2.54,49521.0,Compresor,GE,M400,3598.0,8062
Planta Norte,0,707.3846153846154,66.81,0.35,76853.0,Transformador,ABB,Y200,3385.0,8754
Planta Norte,0,707.3846153846154,144.67,2.51,7501.0,Transformador,ABB,Y200,3385.0,8754
Planta Oeste,1,745.1666666666666,277.88,1.12,54420.0,Transformador,GE,Y200,4404.0,3405
Planta Sur,1,1015.625,97.96,3.7,83854.0,Transformador,GE,Y200,2825.0,3079
Planta Sur,1,1015.625,77.08,1.67,41759.0,Transformador,GE,Y200,2825.0,3079
Planta Este,0,741.8461538461538,72.13,1.5,91866.0,Compresor,Siemens,Z300,2576.0,5610
Planta Norte,0,974.125,75.56,4.89,8784.0,Compresor,GE,Z300,621.0,3529
Planta Norte,0,974.125,67.45,1.13,61525.0,Compresor,GE,Z300,621.0,3529
Planta Norte,1,616.2857142857143,94.12,4.61,99762.0,Compresor,GE,X100,4722.0,9660
Planta Norte,1,616.2857142857143,92.21,3.53,79278.0,Compresor,GE,X100,4722.0,9660
Planta Norte,1,616.2857142857143,100.81,4.45,89882.0,Compresor,GE,X100,4722.0,9660
Planta Norte,1,1179.2857142857142,126.8,0.57,78639.0,Motor,Schneider,X100,1965.0,1235
Planta Norte,1,1179.2857142857142,148.53,1.67,35252.0,Motor,Schneider,X100,1965.0,1235
Planta Norte,1,1179.2857142857142,134.94,0.23,32177.0,Motor,Schneider,X100,1965.0,1235
Planta Sur,1,889.2857142857143,131.44,3.81,41476.0,Generador,Schneider,Y200,2895.0,3266
Planta Sur,0,732.3076923076923,95.65,1.69,8599.0,Generador,Schneider,Y200,4786.0,3780
Planta Oeste,1,1570.4,71.04,3.53,34996.0,Compresor,Siemens,X100,11976.5,6451
Planta Oeste,1,1570.4,118.17,4.02,52764.0,Compresor,Siemens,X100,11976.5,6451
Planta Norte,0,745.7272727272727,72.53,4.42,86055.0,Motor,GE,X100,1549.0,8111
Planta Norte,1,886.1111111111111,120.6,0.8,18374.0,Generador,Schneider,X100,4059.0,9887
Planta Norte,1,886.1111111111111,97.97,2.69,33638.0,Generador,Schneider,X100,4059.0,9887
Planta Norte,1,886.1111111111111,99.61,1.5,34266.0,Generador,Schneider,X100,4059.0,9887
Planta Norte,1,886.1111111111111,116.3,1.55,46.0,Generador,Schneider,X100,4059.0,9887
Planta Este,0,809.75,88.53,1.16,2177.0,Generador,Siemens,X100,4086.0,2875
Planta Sur,1,1058.142857142857,80.43,4.82,12763.0,Motor,ABB,X100,4447.0,2041
Planta Oeste,1,947.8,64.5,3.19,26599.0,Generador,GE,Y200,3960.0,9489
Planta Oeste,1,947.8,120.26,1.3,87798.0,Generador,GE,Y200,3960.0,9489
Planta Este,0,728.0833333333334,145.63,1.95,879.0,Generador,Siemens,Z300,3332.0,6373
Planta Este,0,728.0833333333334,132.38,4.12,84321.0,Generador,Siemens,Z300,3332.0,6373
Planta Este,0,728.0833333333334,83.95,0.95,45137.0,Generador,Siemens,Z300,3332.0,6373
Planta Este,0,728.0833333333334,102.44,2.24,47466.0,Generador,Siemens,Z300,3332.0,6373
Planta Este,0,722.0909090909091,130.38,4.64,14193.0,Compresor,ABB,Z300,1714.0,3671
Planta Norte,1,851.5555555555555,82.69,1.41,43741.0,Generador,GE,X100,2157.0,3183
Planta Norte,1,851.5555555555555,129.07,1.26,83231.0,Generador,GE,X100,2157.0,3183
Planta Oeste,1,749.0909090909091,100.52,3.56,98830.0,Transformador,ABB,X100,2617.0,8191
Planta Sur,0,769.0,92.52,4.2,140.0,Transformador,Schneider,Y200,2232.0,2417
Planta Norte,1,844.6,99.97,0.34,56145.0,Generador,GE,M400,625.0,7863
Planta Norte,1,844.6,73.51,2.29,64825.0,Generador,GE,M400,625.0,7863
Planta Este,1,639.9090909090909,131.6,1.37,35901.0,Compresor,ABB,Z300,4546.0,2061
Planta Oeste,0,499.06666666666666,79.41,0.66,31111.0,Transformador,Siemens,X100,4948.0,6720
Planta Oeste,0,499.06666666666666,116.27,1.3,98674.0,Transformador,Siemens,X100,4948.0,6720
Planta Sur,1,1633.4,56.17,4.48,53366.0,Compresor,GE,M400,3918.0,1988
Planta Oeste,0,947.0,136.61,2.67,65767.0,Generador,ABB,M400,2796.0,1717
Planta Oeste,0,947.0,106.19,3.25,35944.0,Generador,ABB,M400,2796.0,1717
Planta Sur,1,947.0,136.61,2.67,65767.0,Generador,ABB,M400,2796.0,1717
Planta Sur,1,947.0,106.19,3.25,35944.0,Generador,ABB,M400,2796.0,1717
Planta Sur,1,656.25,78.9,4.92,69960.0,Generador,Schneider,Y200,3138.0,6390
Planta Sur,1,656.25,149.51,4.17,28200.0,Generador,Schneider,Y200,3138.0,6390
Planta Este,1,661.5,58.26,3.97,72914.0,Transformador,Siemens,Z300,855.0,3689
Planta Este,0,1368.857142857143,104.92,2.33,62595.0,Motor,ABB,Y200,2597.0,4993
Planta Oeste,1,679.75,93.66,1.47,22893.0,Motor,GE,M400,4223.0,1741
Planta Oeste,1,679.75,75.54,2.94,83211.0,Motor,GE,M400,4223.0,1741
Planta Oeste,1,679.75,77.1,2.85,33496.5,Motor,GE,M400,4223.0,1741
Planta Oeste,1,679.75,99.36,4.81,83575.0,Motor,GE,M400,4223.0,1741
Planta Norte,1,1467.5,84.61,1.57,9136.0,Motor,Siemens,Y200,3461.0,7529
Planta Norte,0,768.8571428571429,77.86,4.01,57327.0,Transformador,GE,X100,4333.0,3246
Planta Norte,0,768.8571428571429,119.0,0.85,4293.0,Transformador,GE,X100,4333.0,3246
Planta Oeste,1,1018.2222222222222,138.61,1.98,20607.0,Compresor,Siemens,Y200,4845.0,1617
Planta Este,0,745.7272727272727,72.53,4.42,86055.0,Motor,GE,X100,1549.0,8111
Planta Oeste,1,867.4545454545455,98.61,1.89,49289.0,Generador,ABB,Y200,2067.0,9164
Planta Oeste,1,867.4545454545455,98.82,1.24,52950.0,Generador,ABB,Y200,2067.0,9164
Planta Oeste,1,867.4545454545455,138.3,0.52,27597.0,Generador,ABB,Y200,2067.0,9164
Planta Este,1,423.8421052631579,73.64,3.7,22389.0,Motor,GE,Z300,4547.0,1070
Planta Oeste,0,2089.0,128.77,4.87,51235.0,Motor,ABB,X100,4741.0,1549
Planta Norte,1,1286.3333333333333,61.2,4.34,55560.0,Generador,Schneider,M400,3905.0,4079
