Ubicacion,Fallo,Promedio_Horas_Entre_Fallos_por_mes,Día,Promedio_Temperatura_C,Promedio_Vibracion_mm_s,Promedio_Horas_Operativas,Tipo_Equipo,Fabricante,Modelo,Potencia_kW,Horas_Recomendadas_Revision
Planta Oeste,0,509.0,22,102.36,0.67,60694.0,Compresor,Siemens,Y200,756.0,8274
Planta Oeste,0,116.0,11,129.86,1.49,97596.0,Compresor,Siemens,Y200,756.0,8274
Planta Oeste,0,116.0,22,102.36,0.67,60694.0,Compresor,Siemens,Y200,756.0,8274
Planta Oeste,0,91.0,11,129.86,1.49,97596.0,Compresor,Siemens,Y200,756.0,8274
Planta Oeste,0,91.0,22,102.36,0.67,60694.0,Compresor,Siemens,Y200,756.0,8274
Planta Norte,1,1230.0,25,110.47,1.05,97301.0,Generador,ABB,M400,4134.0,8924
Planta Este,0,1234.0,4,103.91,0.36,320.0,Compresor,ABB,Z300,940.0,8078
Planta Este,0,1234.0,23,133.2,4.41,11581.0,Compresor,ABB,Z300,940.0,8078
Planta Este,0,1234.0,29,57.88,4.5,57155.0,Compresor,ABB,Z300,940.0,8078
Planta Sur,0,68.0,25,108.38,0.48,80720.0,Generador,Siemens,X100,1372.0,9739
Planta Sur,0,527.0,25,108.38,0.48,80720.0,Generador,Siemens,X100,1372.0,9739
Planta Sur,1,785.0,9,52.11,3.15,21314.0,Compresor,Siemens,Y200,521.0,7978
Planta Sur,0,749.0,16,93.66,1.47,22893.0,Motor,GE,M400,4223.0,1741
Planta Sur,0,749.0,26,75.54,2.94,83211.0,Motor,GE,M400,4223.0,1741
Planta Sur,0,749.0,27,77.1,2.85,33496.5,Motor,GE,M400,4223.0,1741
Planta Sur,0,749.0,28,99.36,4.81,83575.0,Motor,GE,M400,4223.0,1741
Planta Sur,0,2069.0,3,132.57,0.41,135.0,Transformador,Siemens,M400,791.0,2011
Planta Sur,0,2269.0,20,96.1,4.4,82932.0,Compresor,Schneider,X100,3572.0,6291
Planta Norte,0,1209.0,14,131.44,3.81,41476.0,Generador,Schneider,Y200,2895.0,3266
Planta Oeste,1,1294.0,8,107.23,1.04,10043.0,Compresor,GE,Z300,281.0,4236
Planta Oeste,1,263.0,8,107.23,1.04,10043.0,Compresor,GE,Z300,281.0,4236
Planta Oeste,1,559.0,21,277.88,1.12,54420.0,Transformador,GE,Y200,4404.0,3405
Planta Oeste,1,147.0,21,277.88,1.12,54420.0,Transformador,GE,Y200,4404.0,3405
Planta Oeste,1,281.0,21,277.88,1.12,54420.0,Transformador,GE,Y200,4404.0,3405
Planta Norte,1,468.0,4,119.34,4.24,84297.0,Generador,GE,Z300,1650.0,5382
Planta Norte,1,468.0,26,102.97,2.31,84272.0,Generador,GE,Z300,1650.0,5382
Planta Este,0,1230.0,25,110.47,1.05,97301.0,Generador,ABB,M400,4134.0,8924
Planta Este,0,3236.0,3,85.63,0.75,85302.0,Motor,GE,Z300,3977.0,6321
Planta Este,0,3236.0,15,105.17,4.48,64842.0,Motor,GE,Z300,3977.0,6321
Planta Oeste,1,1724.0,17,111.07,4.84,58193.0,Motor,GE,Z300,131.0,7942
Planta Oeste,1,165.0,17,111.07,4.84,58193.0,Motor,GE,Z300,131.0,7942
Planta Este,0,2609.0,27,79.99,4.55,31597.0,Transformador,Siemens,Y200,75.0,7390
Planta Norte,0,896.0,17,79.54,2.49,87367.0,Motor,ABB,Z300,2560.0,1100
Planta Norte,0,1954.0,13,59.67,0.51,65830.0,Motor,Schneider,Z300,396.0,5295
Planta Norte,0,1954.0,29,54.1,3.96,11001.0,Motor,Schneider,Z300,396.0,5295
Planta Norte,0,3236.0,3,85.63,0.75,85302.0,Motor,GE,Z300,3977.0,6321
Planta Norte,0,3236.0,15,105.17,4.48,64842.0,Motor,GE,Z300,3977.0,6321
Planta Oeste,0,1418.0,29,86.25,3.97,69010.0,Transformador,ABB,X100,1198.0,4381
Planta Oeste,1,1053.0,14,57.68,1.16,8792.0,Generador,Siemens,M400,3623.0,4932
Planta Oeste,1,63.0,14,57.68,1.16,8792.0,Generador,Siemens,M400,3623.0,4932
Planta Norte,1,512.0,15,53.06,3.12,51924.0,Motor,GE,Z300,2945.0,3638
Planta Norte,1,512.0,19,105.38,1.86,50051.0,Motor,GE,Z300,2945.0,3638
Planta Sur,1,1429.0,2,56.55,1.36,41196.0,Transformador,ABB,Z300,2727.0,6994
Planta Sur,1,1429.0,9,146.64,1.62,13684.0,Transformador,ABB,Z300,2727.0,6994
Planta Sur,1,1429.0,12,57.14,2.45,3336.0,Transformador,ABB,Z300,2727.0,6994
Planta Sur,1,1429.0,28,60.35,4.29,57262.0,Transformador,ABB,Z300,2727.0,6994
Planta Sur,1,1055.0,8,108.75,1.4,48071.0,Compresor,Schneider,Z300,4078.0,4324
Planta Este,1,1302.0,18,66.97,0.58,18847.0,Transformador,Schneider,M400,4310.0,8649
Planta Este,1,162.0,18,66.97,0.58,18847.0,Transformador,Schneider,M400,4310.0,8649
Planta Sur,1,540.0,4,124.46,0.2,11797.0,Transformador,ABB,X100,4866.0,1823
Planta Sur,1,540.0,28,142.53,3.1,22242.0,Transformador,ABB,X100,4866.0,1823
Planta Oeste,1,224.0,20,72.13,1.5,91866.0,Compresor,Siemens,Z300,2576.0,5610
Planta Oeste,1,102.0,20,72.13,1.5,91866.0,Compresor,Siemens,Z300,2576.0,5610
Planta Oeste,1,228.0,20,72.13,1.5,91866.0,Compresor,Siemens,Z300,2576.0,5610
Planta Oeste,1,60.0,20,72.13,1.5,91866.0,Compresor,Siemens,Z300,2576.0,5610
Planta Oeste,1,68.0,20,72.13,1.5,91866.0,Compresor,Siemens,Z300,2576.0,5610
Planta Sur,1,845.0,2,51.01,4.33,37674.0,Motor,Schneider,M400,4523.0,3637
Planta Sur,1,845.0,6,57.29,0.74,27723.0,Motor,Schneider,M400,4523.0,3637
Planta Sur,1,845.0,15,148.79,4.29,47375.0,Motor,Schneider,M400,4523.0,3637
Planta Sur,1,845.0,16,149.96,2.31,37155.0,Motor,Schneider,M400,4523.0,3637
Planta Norte,0,859.0,19,70.6,4.73,50429.0,Generador,Schneider,Y200,2363.0,5881
Planta Norte,0,859.0,29,73.76,3.2,60628.0,Generador,Schneider,Y200,2363.0,5881
Planta Sur,0,945.0,7,77.86,4.01,57327.0,Transformador,GE,X100,4333.0,3246
Planta Sur,0,945.0,23,119.0,0.85,4293.0,Transformador,GE,X100,4333.0,3246
Planta Norte,1,769.0,13,59.05,2.53,90032.0,Transformador,Siemens,X100,244.0,6357
Planta Norte,0,509.0,11,129.86,1.49,97596.0,Compresor,Siemens,Y200,756.0,8274
Planta Norte,0,509.0,22,102.36,0.67,60694.0,Compresor,Siemens,Y200,756.0,8274
Planta Norte,0,116.0,11,129.86,1.49,97596.0,Compresor,Siemens,Y200,756.0,8274
Planta Norte,0,116.0,22,102.36,0.67,60694.0,Compresor,Siemens,Y200,756.0,8274
Planta Norte,0,91.0,11,129.86,1.49,97596.0,Compresor,Siemens,Y200,756.0,8274
Planta Norte,0,91.0,22,102.36,0.67,60694.0,Compresor,Siemens,Y200,756.0,8274
Planta Sur,0,319.0,6,116.56,3.12,37303.0,Motor,ABB,X100,3607.0,3554
Planta Sur,0,319.0,15,99.14,4.3,26317.0,Motor,ABB,X100,3607.0,3554
Planta Norte,1,1241.0,7,135.08,4.79,30683.0,Motor,Schneider,Y200,4521.0,1678
Planta Oeste,1,245.0,23,73.64,3.7,22389.0,Motor,GE,Z300,4547.0,1070
Planta Oeste,1,295.0,23,73.64,3.7,22389.0,Motor,GE,Z300,4547.0,1070
Planta Oeste,1,143.0,23,73.64,3.7,22389.0,Motor,GE,Z300,4547.0,1070
Planta Oeste,1,271.0,23,73.64,3.7,22389.0,Motor,GE,Z300,4547.0,1070
Planta Oeste,0,764.0,16,114.99,1.2,11838.0,Motor,ABB,Y200,2493.0,2315
Planta Norte,1,1518.0,2,92.52,4.2,140.0,Transformador,Schneider,Y200,2232.0,2417
Planta Norte,0,224.0,20,72.13,1.5,91866.0,Compresor,Siemens,Z300,2576.0,5610
Planta Norte,0,102.0,20,72.13,1.5,91866.0,Compresor,Siemens,Z300,2576.0,5610
Planta Norte,0,228.0,20,72.13,1.5,91866.0,Compresor,Siemens,Z300,2576.0,5610
Planta Norte,0,60.0,20,72.13,1.5,91866.0,Compresor,Siemens,Z300,2576.0,5610
Planta Norte,0,68.0,20,72.13,1.5,91866.0,Compresor,Siemens,Z300,2576.0,5610
Planta Oeste,1,693.0,19,131.6,1.37,35901.0,Compresor,ABB,Z300,4546.0,2061
Planta Oeste,1,172.0,19,131.6,1.37,35901.0,Compresor,ABB,Z300,4546.0,2061
Planta Norte,1,2041.0,10,111.08,1.22,75615.0,Motor,Schneider,Y200,-100.0,1243
Planta Norte,1,2041.0,16,107.14,0.26,92245.0,Motor,Schneider,Y200,-100.0,1243
Planta Norte,1,2041.0,19,62.58,0.35,30256.0,Motor,Schneider,Y200,-100.0,1243
Planta Norte,1,2041.0,23,103.71,1.82,11940.0,Motor,Schneider,Y200,-100.0,1243
Planta Norte,1,2041.0,27,96.31,3.61,18383.0,Motor,Schneider,Y200,-100.0,1243
Planta Norte,1,2041.0,29,53.6,11.36,83019.0,Motor,Schneider,Y200,-100.0,1243
Planta Norte,1,1100.0,1,95.41,4.98,92145.0,Motor,GE,Y200,4898.0,7838
Planta Norte,1,1100.0,10,120.36,3.19,32780.0,Motor,GE,Y200,4898.0,7838
Planta Este,1,1157.0,4,74.75,3.23,76390.0,Transformador,ABB,Y200,3088.0,6845
Planta Este,1,1157.0,17,112.49,0.23,99481.0,Transformador,ABB,Y200,3088.0,6845
Planta Este,1,112.0,4,74.75,3.23,76390.0,Transformador,ABB,Y200,3088.0,6845
Planta Este,1,112.0,17,112.49,0.23,99481.0,Transformador,ABB,Y200,3088.0,6845
Planta Norte,0,2345.0,23,111.95,1.2,90809.0,Compresor,ABB,X100,3113.0,1439
Planta Norte,0,2345.0,29,72.58,2.38,23138.0,Compresor,ABB,X100,3113.0,1439
Planta Norte,1,517.0,18,147.71,1.11,15320.0,Motor,Schneider,Y200,1706.0,7017
Planta Norte,1,517.0,19,146.57,2.85,71900.0,Motor,Schneider,Y200,1706.0,7017
Planta Norte,1,517.0,21,65.87,1.64,73228.0,Motor,Schneider,Y200,1706.0,7017
Planta Sur,1,1980.0,7,122.57,1.55,88821.0,Transformador,Schneider,M400,3570.0,4326
Planta Sur,1,1980.0,12,118.68,4.16,44612.0,Transformador,Schneider,M400,3570.0,4326
Planta Sur,1,1980.0,23,61.83,2.25,86125.0,Transformador,Schneider,M400,3570.0,4326
Planta Norte,0,1066.0,24,128.78,1.89,62552.0,Motor,GE,Y200,4749.0,6273
Planta Norte,0,1066.0,29,88.57,4.77,15417.0,Motor,GE,Y200,4749.0,6273
Planta Norte,1,517.0,18,147.71,1.11,15320.0,Motor,Schneider,Y200,1706.0,7017
Planta Norte,1,517.0,19,146.57,2.85,71900.0,Motor,Schneider,Y200,1706.0,7017
Planta Norte,1,517.0,21,65.87,1.64,73228.0,Motor,Schneider,Y200,1706.0,7017
Planta Norte,0,1528.0,8,88.72,3.83,53828.0,Motor,Schneider,M400,4597.0,3659
Planta Norte,0,1528.0,14,115.95,4.88,72567.0,Motor,Schneider,M400,4597.0,3659
Planta Sur,1,1330.0,5,54.68,4.93,43881.0,Transformador,ABB,Y200,3445.0,5390
Planta Sur,1,1330.0,6,134.0,1.78,32640.0,Transformador,ABB,Y200,3445.0,5390
Planta Este,0,1053.0,14,57.68,1.16,8792.0,Generador,Siemens,M400,3623.0,4932
Planta Este,0,63.0,14,57.68,1.16,8792.0,Generador,Siemens,M400,3623.0,4932
Planta Norte,0,2263.0,7,104.93,1.09,34826.0,Compresor,GE,Y200,1730.0,6823
Planta Este,1,281.0,29,108.47,0.62,51029.0,Compresor,Siemens,Y200,194.0,1302
Planta Este,1,447.0,29,108.47,0.62,51029.0,Compresor,Siemens,Y200,194.0,1302
Planta Sur,1,806.0,1,67.49,1.05,30479.0,Motor,ABB,Y200,4463.0,8853
Planta Sur,1,806.0,25,121.77,4.51,56815.0,Motor,ABB,Y200,4463.0,8853
Planta Sur,1,806.0,28,81.7,3.91,15723.0,Motor,ABB,Y200,4463.0,8853
Planta Sur,1,238.0,1,67.49,1.05,30479.0,Motor,ABB,Y200,4463.0,8853
Planta Sur,1,238.0,25,121.77,4.51,56815.0,Motor,ABB,Y200,4463.0,8853
Planta Sur,1,238.0,28,81.7,3.91,15723.0,Motor,ABB,Y200,4463.0,8853
Planta Este,1,1010.0,24,147.03,3.13,47812.0,Generador,ABB,Y200,-100.0,2499
Planta Este,1,1010.0,29,83.03,3.73,31192.0,Generador,ABB,Y200,-100.0,2499
Planta Norte,0,859.0,19,70.6,4.73,50429.0,Generador,Schneider,Y200,2363.0,5881
Planta Norte,0,859.0,29,73.76,3.2,60628.0,Generador,Schneider,Y200,2363.0,5881
Planta Oeste,1,750.0,1,83.04,1.76,3810.0,Compresor,Siemens,Z300,2569.0,5766
Planta Oeste,1,750.0,13,75.03,4.29,87945.0,Compresor,Siemens,Z300,2569.0,5766
Planta Oeste,1,124.0,1,83.04,1.76,3810.0,Compresor,Siemens,Z300,2569.0,5766
Planta Oeste,1,124.0,13,75.03,4.29,87945.0,Compresor,Siemens,Z300,2569.0,5766
Planta Oeste,1,17.0,1,83.04,1.76,3810.0,Compresor,Siemens,Z300,2569.0,5766
Planta Oeste,1,17.0,13,75.03,4.29,87945.0,Compresor,Siemens,Z300,2569.0,5766
Planta Oeste,1,530.0,11,57.72,0.68,15671.0,Compresor,GE,M400,3296.0,8256
Planta Norte,1,3120.0,24,104.29,1.39,95194.0,Compresor,Siemens,Z300,1095.0,1793
Planta Norte,1,3026.0,27,128.77,4.87,51235.0,Motor,ABB,X100,4741.0,1549
Planta Norte,0,235.0,18,131.61,1.17,20929.0,Motor,Siemens,Z300,3066.0,3578
Planta Sur,1,1122.0,17,51.86,1.4,50414.0,Motor,ABB,Z300,1706.0,4455
Planta Sur,1,1122.0,28,107.32499999999999,1.37,68202.5,Motor,ABB,Z300,1706.0,4455
Planta Sur,1,506.0,17,51.86,1.4,50414.0,Motor,ABB,Z300,1706.0,4455
Planta Sur,1,506.0,28,107.32499999999999,1.37,68202.5,Motor,ABB,Z300,1706.0,4455
Planta Sur,0,1184.0,10,99.97,0.34,56145.0,Generador,GE,M400,625.0,7863
Planta Sur,0,1184.0,28,73.51,2.29,64825.0,Generador,GE,M400,625.0,7863
Planta Sur,0,172.0,10,99.97,0.34,56145.0,Generador,GE,M400,625.0,7863
Planta Sur,0,172.0,28,73.51,2.29,64825.0,Generador,GE,M400,625.0,7863
Planta Sur,0,2723.0,3,56.96,3.16,91740.0,Transformador,ABB,M400,11976.5,1474
Planta Sur,0,2723.0,16,128.57,4.39,58262.0,Transformador,ABB,M400,11976.5,1474
Planta Sur,1,224.0,20,72.13,1.5,91866.0,Compresor,Siemens,Z300,2576.0,5610
Planta Sur,1,102.0,20,72.13,1.5,91866.0,Compresor,Siemens,Z300,2576.0,5610
Planta Sur,1,228.0,20,72.13,1.5,91866.0,Compresor,Siemens,Z300,2576.0,5610
Planta Sur,1,60.0,20,72.13,1.5,91866.0,Compresor,Siemens,Z300,2576.0,5610
Planta Sur,1,68.0,20,72.13,1.5,91866.0,Compresor,Siemens,Z300,2576.0,5610
Planta Este,1,1082.0,8,89.67,1.74,57335.0,Transformador,ABB,X100,1117.0,9988
Planta Este,1,1082.0,20,143.09,4.18,59565.0,Transformador,ABB,X100,1117.0,9988
Planta Este,1,1082.0,25,75.62,0.5,14459.0,Transformador,ABB,X100,1117.0,9988
Planta Sur,1,2668.0,23,130.38,4.64,14193.0,Compresor,ABB,Z300,1714.0,3671
Planta Sur,1,24.0,23,130.38,4.64,14193.0,Compresor,ABB,Z300,1714.0,3671
Planta Sur,1,136.0,23,130.38,4.64,14193.0,Compresor,ABB,Z300,1714.0,3671
Planta Norte,0,1050.0,6,113.55,0.69,75366.0,Generador,Schneider,M400,3148.0,4496
Planta Norte,0,1050.0,18,82.97,4.02,65551.0,Generador,Schneider,M400,3148.0,4496
Planta Norte,0,1050.0,21,148.78,4.03,46743.0,Generador,Schneider,M400,3148.0,4496
Planta Norte,0,1050.0,30,137.36,1.16,94200.0,Generador,Schneider,M400,3148.0,4496
Planta Sur,1,1508.0,7,93.19999999999999,2.09,44560.0,Transformador,Siemens,M400,540.0,8951
Planta Sur,1,86.0,7,93.19999999999999,2.09,44560.0,Transformador,Siemens,M400,540.0,8951
Planta Sur,1,832.0,2,88.75,2.82,84930.0,Compresor,ABB,Y200,1643.0,9754
Planta Sur,1,832.0,17,134.34,1.49,35844.0,Compresor,ABB,Y200,1643.0,9754
Planta Sur,1,832.0,22,73.595,2.49,28651.5,Compresor,ABB,Y200,1643.0,9754
Planta Sur,1,237.0,2,88.75,2.82,84930.0,Compresor,ABB,Y200,1643.0,9754
Planta Sur,1,237.0,17,134.34,1.49,35844.0,Compresor,ABB,Y200,1643.0,9754
Planta Sur,1,237.0,22,73.595,2.49,28651.5,Compresor,ABB,Y200,1643.0,9754
Planta Sur,1,177.0,2,88.75,2.82,84930.0,Compresor,ABB,Y200,1643.0,9754
Planta Sur,1,177.0,17,134.34,1.49,35844.0,Compresor,ABB,Y200,1643.0,9754
Planta Sur,1,177.0,22,73.595,2.49,28651.5,Compresor,ABB,Y200,1643.0,9754
Planta Sur,1,1660.0,10,74.33,2.99,92631.0,Motor,Schneider,X100,2315.0,3170
Planta Sur,1,1660.0,24,114.81,2.06,30630.0,Motor,Schneider,X100,2315.0,3170
Planta Sur,1,1660.0,31,94.76,4.21,70791.0,Motor,Schneider,X100,2315.0,3170
Planta Sur,1,428.0,10,74.33,2.99,92631.0,Motor,Schneider,X100,2315.0,3170
Planta Sur,1,428.0,24,114.81,2.06,30630.0,Motor,Schneider,X100,2315.0,3170
Planta Sur,1,428.0,31,94.76,4.21,70791.0,Motor,Schneider,X100,2315.0,3170
Planta Sur,1,945.0,7,77.86,4.01,57327.0,Transformador,GE,X100,4333.0,3246
Planta Sur,1,945.0,23,119.0,0.85,4293.0,Transformador,GE,X100,4333.0,3246
Planta Este,0,5787.0,12,56.17,4.48,53366.0,Compresor,GE,M400,3918.0,1988
Planta Norte,1,872.0,5,69.86,1.93,64579.0,Motor,ABB,M400,1460.0,5716
Planta Oeste,1,2986.0,7,114.12,3.81,39379.0,Transformador,Siemens,Y200,3835.0,7627
Planta Este,0,159.0,30,86.74,2.4,26244.0,Motor,Schneider,M400,3776.0,1173
Planta Sur,1,180.0,4,147.59,1.65,17214.0,Transformador,ABB,M400,755.0,2921
Planta Sur,1,252.0,4,147.59,1.65,17214.0,Transformador,ABB,M400,755.0,2921
Planta Sur,1,190.0,4,147.59,1.65,17214.0,Transformador,ABB,M400,755.0,2921
Planta Sur,1,842.0,6,136.96,2.61,93514.0,Motor,ABB,Y200,742.0,4856
Planta Sur,1,842.0,31,51.73,2.64,40735.0,Motor,ABB,Y200,742.0,4856
Planta Este,1,765.0,5,145.22,1.8,98101.0,Compresor,GE,X100,605.0,3503
Planta Este,1,765.0,12,54.25,3.97,68833.0,Compresor,GE,X100,605.0,3503
Planta Este,1,190.0,5,145.22,1.8,98101.0,Compresor,GE,X100,605.0,3503
Planta Este,1,190.0,12,54.25,3.97,68833.0,Compresor,GE,X100,605.0,3503
Planta Norte,1,874.0,13,72.91,2.66,37900.0,Compresor,ABB,Z300,1337.0,5831
Planta Norte,1,874.0,20,145.62,3.96,241.0,Compresor,ABB,Z300,1337.0,5831
Planta Oeste,1,764.0,16,114.99,1.2,11838.0,Motor,ABB,Y200,2493.0,2315
Planta Sur,1,68.0,25,108.38,0.48,80720.0,Generador,Siemens,X100,1372.0,9739
Planta Sur,1,527.0,25,108.38,0.48,80720.0,Generador,Siemens,X100,1372.0,9739
Planta Oeste,1,791.0,16,78.61,2.36,46658.0,Motor,Schneider,M400,465.0,9859
Planta Este,1,665.0,25,98.67,2.98,56679.0,Transformador,Schneider,X100,994.0,9454
Planta Este,1,665.0,31,86.78,2.13,2258.0,Transformador,Schneider,X100,994.0,9454
Planta Sur,1,890.0,11,89.52,1.8,83244.0,Motor,GE,X100,182.0,904
Planta Sur,1,890.0,25,142.62,4.08,47884.0,Motor,GE,X100,182.0,904
Planta Oeste,0,1228.0,18,90.2,2.99,20048.0,Generador,GE,M400,1264.0,9542
Planta Oeste,0,1228.0,25,58.36,4.52,92264.0,Generador,GE,M400,1264.0,9542
Planta Norte,0,2986.0,7,114.12,3.81,39379.0,Transformador,Siemens,Y200,3835.0,7627
Planta Este,1,868.0,19,61.29,4.23,84534.0,Compresor,Siemens,Z300,4203.0,6829
Planta Este,1,41.0,19,61.29,4.23,84534.0,Compresor,Siemens,Z300,4203.0,6829
Planta Norte,1,1528.0,8,88.72,3.83,53828.0,Motor,Schneider,M400,4597.0,3659
Planta Norte,1,1528.0,14,115.95,4.88,72567.0,Motor,Schneider,M400,4597.0,3659
Planta Norte,1,2186.0,13,52.93,3.61,35295.0,Transformador,Siemens,X100,2729.0,2209
Planta Norte,1,2186.0,15,70.72,3.38,71525.0,Transformador,Siemens,X100,2729.0,2209
Planta Norte,1,2186.0,24,78.84,2.7,6007.0,Transformador,Siemens,X100,2729.0,2209
Planta Sur,1,4864.0,5,87.03,2.94,79540.0,Compresor,GE,Z300,1789.0,7223
Planta Sur,1,588.0,24,51.06,3.46,73313.0,Motor,Siemens,M400,4916.0,4906
Planta Norte,0,404.0,2,67.84,1.89,87595.0,Transformador,Siemens,Z300,1106.0,1460
Planta Norte,0,404.0,26,93.41,2.03,77512.0,Transformador,Siemens,Z300,1106.0,1460
Planta Norte,0,1018.0,12,99.35,0.37,72049.0,Generador,GE,Y200,3432.0,8213
Planta Norte,0,80.0,12,99.35,0.37,72049.0,Generador,GE,Y200,3432.0,8213
Planta Sur,1,1527.0,13,145.78,2.85,22791.0,Compresor,Schneider,Z300,3400.0,2557
Planta Oeste,0,2756.0,14,81.62,2.54,49521.0,Compresor,GE,M400,3598.0,8062
Planta Oeste,0,91.0,14,81.62,2.54,49521.0,Compresor,GE,M400,3598.0,8062
Planta Sur,1,3973.0,3,68.375,2.215,92795.0,Generador,ABB,Z300,1144.0,6556
Planta Sur,1,3973.0,9,116.48,2.98,46667.0,Generador,ABB,Z300,1144.0,6556
Planta Sur,1,3973.0,21,144.55,3.9,15366.0,Generador,ABB,Z300,1144.0,6556
Planta Sur,1,3973.0,22,134.94,0.5,21516.0,Generador,ABB,Z300,1144.0,6556
Planta Sur,0,411.0,12,75.56,4.89,8784.0,Compresor,GE,Z300,621.0,3529
Planta Sur,0,411.0,30,67.45,1.13,61525.0,Compresor,GE,Z300,621.0,3529
Planta Norte,0,806.0,1,67.49,1.05,30479.0,Motor,ABB,Y200,4463.0,8853
Planta Norte,0,806.0,25,121.77,4.51,56815.0,Motor,ABB,Y200,4463.0,8853
Planta Norte,0,806.0,28,81.7,3.91,15723.0,Motor,ABB,Y200,4463.0,8853
Planta Norte,0,238.0,1,67.49,1.05,30479.0,Motor,ABB,Y200,4463.0,8853
Planta Norte,0,238.0,25,121.77,4.51,56815.0,Motor,ABB,Y200,4463.0,8853
Planta Norte,0,238.0,28,81.7,3.91,15723.0,Motor,ABB,Y200,4463.0,8853
Planta Este,1,2723.0,3,56.96,3.16,91740.0,Transformador,ABB,M400,11976.5,1474
Planta Este,1,2723.0,16,128.57,4.39,58262.0,Transformador,ABB,M400,11976.5,1474
Planta Este,1,1157.0,4,74.75,3.23,76390.0,Transformador,ABB,Y200,3088.0,6845
Planta Este,1,1157.0,17,112.49,0.23,99481.0,Transformador,ABB,Y200,3088.0,6845
Planta Este,1,112.0,4,74.75,3.23,76390.0,Transformador,ABB,Y200,3088.0,6845
Planta Este,1,112.0,17,112.49,0.23,99481.0,Transformador,ABB,Y200,3088.0,6845
Planta Este,1,2005.0,2,78.9,4.92,69960.0,Generador,Schneider,Y200,3138.0,6390
Planta Este,1,2005.0,8,149.51,4.17,28200.0,Generador,Schneider,Y200,3138.0,6390
Planta Este,1,284.0,2,78.9,4.92,69960.0,Generador,Schneider,Y200,3138.0,6390
Planta Este,1,284.0,8,149.51,4.17,28200.0,Generador,Schneider,Y200,3138.0,6390
Planta Oeste,1,934.0,2,101.85,2.2,18708.0,Compresor,Schneider,M400,3407.0,5079
Planta Oeste,1,934.0,24,140.15,0.25,69206.0,Compresor,Schneider,M400,3407.0,5079
Planta Oeste,1,257.0,2,101.85,2.2,18708.0,Compresor,Schneider,M400,3407.0,5079
Planta Oeste,1,257.0,24,140.15,0.25,69206.0,Compresor,Schneider,M400,3407.0,5079
Planta Oeste,1,340.0,2,101.85,2.2,18708.0,Compresor,Schneider,M400,3407.0,5079
Planta Oeste,1,340.0,24,140.15,0.25,69206.0,Compresor,Schneider,M400,3407.0,5079
Planta Este,1,1724.0,17,111.07,4.84,58193.0,Motor,GE,Z300,131.0,7942
Planta Este,1,165.0,17,111.07,4.84,58193.0,Motor,GE,Z300,131.0,7942
Planta Norte,1,3171.0,17,85.14,2.03,71558.0,Generador,Siemens,Z300,2462.0,8466
Planta Este,1,651.0,1,147.79,0.55,75787.0,Compresor,ABB,Z300,1957.0,3472
Planta Este,1,651.0,13,110.7,1.24,3488.0,Compresor,ABB,Z300,1957.0,3472
Planta Este,1,651.0,20,111.23,1.84,67466.0,Compresor,ABB,Z300,1957.0,3472
Planta Este,1,651.0,21,84.49,3.46,95891.0,Compresor,ABB,Z300,1957.0,3472
Planta Este,1,585.0,1,147.79,0.55,75787.0,Compresor,ABB,Z300,1957.0,3472
Planta Este,1,585.0,13,110.7,1.24,3488.0,Compresor,ABB,Z300,1957.0,3472
Planta Este,1,585.0,20,111.23,1.84,67466.0,Compresor,ABB,Z300,1957.0,3472
Planta Este,1,585.0,21,84.49,3.46,95891.0,Compresor,ABB,Z300,1957.0,3472
Planta Oeste,0,5149.0,1,73.98,1.72,29882.0,Motor,GE,Y200,1911.0,6148
Planta Oeste,0,5149.0,9,97.81,2.64,28073.0,Motor,GE,Y200,1911.0,6148
Planta Oeste,0,5149.0,21,139.83,0.97,3724.0,Motor,GE,Y200,1911.0,6148
Planta Oeste,0,724.0,1,73.98,1.72,29882.0,Motor,GE,Y200,1911.0,6148
Planta Oeste,0,724.0,9,97.81,2.64,28073.0,Motor,GE,Y200,1911.0,6148
Planta Oeste,0,724.0,21,139.83,0.97,3724.0,Motor,GE,Y200,1911.0,6148
Planta Oeste,1,868.0,19,61.29,4.23,84534.0,Compresor,Siemens,Z300,4203.0,6829
Planta Oeste,1,41.0,19,61.29,4.23,84534.0,Compresor,Siemens,Z300,4203.0,6829
Planta Sur,1,171.0,13,94.35,1.21,84059.0,Generador,Siemens,Y200,1596.0,5657
Planta Sur,1,491.0,13,94.35,1.21,84059.0,Generador,Siemens,Y200,1596.0,5657
Planta Sur,1,614.0,15,58.08,3.85,90630.0,Transformador,GE,X100,3728.0,8016
Planta Sur,1,614.0,17,81.97,3.67,26694.0,Transformador,GE,X100,3728.0,8016
Planta Sur,1,614.0,20,113.13,2.6,34443.0,Transformador,GE,X100,3728.0,8016
Planta Sur,1,614.0,27,60.67,2.46,93752.0,Transformador,GE,X100,3728.0,8016
Planta Este,1,450.0,14,105.11,3.99,60035.0,Transformador,GE,X100,592.0,4587
Planta Este,1,259.0,14,105.11,3.99,60035.0,Transformador,GE,X100,592.0,4587
Planta Sur,1,2381.0,25,138.53,0.78,5335.0,Generador,ABB,M400,1536.0,1999
Planta Este,1,1048.0,23,80.53,1.3,80299.0,Transformador,GE,Z300,4980.0,6407
Planta Este,1,1048.0,29,70.31,4.77,75623.0,Transformador,GE,Z300,4980.0,6407
